ensembl_gene_id	external_gene_name	external_gene_name.1	description	biotype
ENSG00000170289	CNGB3	CNGB3	cyclic nucleotide gated channel subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:2153]	Gene
ENSG00000170293	CMTM8	CMTM8	CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]	Gene
ENSG00000170298	LGALS9B	LGALS9B	galectin 9B [Source:HGNC Symbol;Acc:HGNC:24842]	Gene
ENSG00000170324	FRMPD2	FRMPD2	FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]	Gene
ENSG00000170369	CST2	CST2	cystatin SA [Source:HGNC Symbol;Acc:HGNC:2474]	Gene
ENSG00000170374	SP7	SP7	Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321]	TF
ENSG00000170390	DCLK2	DCLK2	doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]	Gene
ENSG00000170396	ZNF804A	ZNF804A	zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]	Gene
ENSG00000170417	TMEM182	TMEM182	transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]	Gene
ENSG00000170421	KRT8	KRT8	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]	Gene
ENSG00000170423	KRT78	KRT78	keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]	Gene
ENSG00000170426	SDR9C7	SDR9C7	short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]	Gene
ENSG00000170439	METTL7B	METTL7B	methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276]	Gene
ENSG00000170442	KRT86	KRT86	keratin 86 [Source:HGNC Symbol;Acc:HGNC:6463]	Gene
ENSG00000170454	KRT75	KRT75	keratin 75 [Source:HGNC Symbol;Acc:HGNC:24431]	Gene
ENSG00000170465	KRT6C	KRT6C	keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]	Gene
ENSG00000170476	MZB1	MZB1	marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]	Gene
ENSG00000170477	KRT4	KRT4	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]	Gene
ENSG00000170486	KRT72	KRT72	keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932]	Gene
ENSG00000170509	HSD17B13	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:18685]	Gene
ENSG00000170515	PA2G4	PA2G4	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]	Gene
ENSG00000170523	KRT83	KRT83	keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460]	Gene
ENSG00000170537	TMC7	TMC7	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]	Gene
ENSG00000170545	SMAGP	SMAGP	small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]	Gene
ENSG00000170549	IRX1	IRX1	iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358]	TF
ENSG00000170561	IRX2	IRX2	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	TF
ENSG00000170571	EMB	EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	Gene
ENSG00000170613	FAM71B	FAM71B	family with sequence similarity 71 member B [Source:HGNC Symbol;Acc:HGNC:28397]	Gene
ENSG00000170615	SLC26A5	SLC26A5	solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]	Gene
ENSG00000170634	ACYP2	ACYP2	acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]	Gene
ENSG00000170703	TTLL6	TTLL6	tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]	Gene
ENSG00000170748	RBMXL2	RBMXL2	RBMX like 2 [Source:HGNC Symbol;Acc:HGNC:17886]	Gene
ENSG00000170791	CHCHD7	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]	Gene
ENSG00000170807	LMOD2	LMOD2	leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]	Gene
ENSG00000170836	PPM1D	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]	Gene
ENSG00000170854	RIOX2	RIOX2	ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]	Gene
ENSG00000170871	KIAA0232	KIAA0232	KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]	Gene
ENSG00000170881	RNF139	RNF139	ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]	Gene
ENSG00000170891	CYTL1	CYTL1	cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435]	Gene
ENSG00000170906	NDUFA3	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	Gene
ENSG00000170915	PAQR8	PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	Gene
ENSG00000170925	TEX13B	TEX13B	testis expressed 13B [Source:HGNC Symbol;Acc:HGNC:11736]	Gene
ENSG00000170929	OR1M1	OR1M1	olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220]	Gene
ENSG00000170954	ZNF415	ZNF415	zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]	TF
ENSG00000170959	DCDC1	DCDC1	doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]	Gene
ENSG00000170962	PDGFD	PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	Gene
ENSG00000170965	PLAC1	PLAC1	placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]	Gene
ENSG00000171017	LRRC8E	LRRC8E	leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]	Gene
ENSG00000171044	XKR6	XKR6	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]	Gene
ENSG00000171045	TSNARE1	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	Gene
ENSG00000171049	FPR2	FPR2	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	Gene
ENSG00000171067	C11orf24	C11orf24	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]	Gene
ENSG00000171094	ALK	ALK	ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]	Gene
ENSG00000171097	KYAT1	KYAT1	kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]	Gene
ENSG00000171115	GIMAP8	GIMAP8	GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]	Gene
ENSG00000171116	HSFX1	HSFX1	heat shock transcription factor family, X-linked 1 [Source:HGNC Symbol;Acc:HGNC:29603]	Gene
ENSG00000171161	ZNF672	ZNF672	zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]	TF
ENSG00000171174	RBKS	RBKS	ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]	Gene
ENSG00000171206	TRIM8	TRIM8	tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]	Gene
ENSG00000171208	NETO2	NETO2	neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	Gene
ENSG00000171209	CSN3	CSN3	casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]	Gene
ENSG00000171217	CLDN20	CLDN20	claudin 20 [Source:HGNC Symbol;Acc:HGNC:2042]	Gene
ENSG00000171227	TMEM37	TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]	Gene
ENSG00000171298	GAA	GAA	alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]	Gene
ENSG00000171302	CANT1	CANT1	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]	Gene
ENSG00000171320	ESCO2	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]	Gene
ENSG00000171345	KRT19	KRT19	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	Gene
ENSG00000171346	KRT15	KRT15	keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]	Gene
ENSG00000171385	KCND3	KCND3	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]	Gene
ENSG00000171401	KRT13	KRT13	keratin 13 [Source:HGNC Symbol;Acc:HGNC:6415]	Gene
ENSG00000171408	PDE7B	PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]	Gene
ENSG00000171433	GLOD5	GLOD5	glyoxalase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:33358]	Gene
ENSG00000171469	ZNF561	ZNF561	zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]	TF
ENSG00000171487	NLRP5	NLRP5	NLR family pyrin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21269]	Gene
ENSG00000171502	COL24A1	COL24A1	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]	Gene
ENSG00000171517	LPAR3	LPAR3	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]	Gene
ENSG00000171530	TBCA	TBCA	tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]	Gene
ENSG00000171587	DSCAM	DSCAM	DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]	Gene
ENSG00000171631	P2RY6	P2RY6	pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]	Gene
ENSG00000171714	ANO5	ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]	Gene
ENSG00000171790	SLFNL1	SLFNL1	schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]	Gene
ENSG00000171792	RHNO1	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]	Gene
ENSG00000171798	KNDC1	KNDC1	kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]	Gene
ENSG00000171811	CFAP46	CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]	Gene
ENSG00000171872	KLF17	KLF17	Kruppel like factor 17 [Source:HGNC Symbol;Acc:HGNC:18830]	TF
ENSG00000171903	CYP4F11	CYP4F11	cytochrome P450 family 4 subfamily F member 11 [Source:HGNC Symbol;Acc:HGNC:13265]	Gene
ENSG00000171916	LGALS9C	LGALS9C	galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]	Gene
ENSG00000171928	TVP23B	TVP23B	trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399]	Gene
ENSG00000171954	CYP4F22	CYP4F22	cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]	Gene
ENSG00000171988	JMJD1C	JMJD1C	jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]	Gene
ENSG00000171992	SYNPO	SYNPO	synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]	Gene
ENSG00000172031	EPHX4	EPHX4	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758]	Gene
ENSG00000172059	KLF11	KLF11	Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]	TF
ENSG00000172113	NME6	NME6	NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]	Gene
ENSG00000172123	SLFN12	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]	Gene
ENSG00000172137	CALB2	CALB2	calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]	Gene
ENSG00000172183	ISG20	ISG20	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]	Gene
ENSG00000172216	CEBPB	CEBPB	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]	TF
ENSG00000172236	TPSAB1	TPSAB1	tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:HGNC:12019]	Gene
ENSG00000172264	MACROD2	MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	Gene
ENSG00000172288	CDY1	CDY1	chromodomain Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:1809]	Gene
ENSG00000172345	STARD5	STARD5	StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]	Gene
ENSG00000172352	CDY1B	CDY1B	chromodomain Y-linked 1B [Source:HGNC Symbol;Acc:HGNC:23920]	Gene
ENSG00000172382	PRSS27	PRSS27	serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]	Gene
ENSG00000172403	SYNPO2	SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	Gene
ENSG00000172404	DNAJB7	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]	Gene
ENSG00000172410	INSL5	INSL5	insulin like 5 [Source:HGNC Symbol;Acc:HGNC:6088]	Gene
ENSG00000172428	COPS9	COPS9	COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]	Gene
ENSG00000172457	OR9G4	OR9G4	olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322]	Gene
ENSG00000172469	MANEA	MANEA	mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]	Gene
ENSG00000172478	MAB21L4	MAB21L4	mab-21 like 4 [Source:HGNC Symbol;Acc:HGNC:26216]	Gene
ENSG00000172543	CTSW	CTSW	cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546]	Gene
ENSG00000172578	KLHL6	KLHL6	kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]	Gene
ENSG00000172590	MRPL52	MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	Gene
ENSG00000172667	ZMAT3	ZMAT3	zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]	Gene
ENSG00000172671	ZFAND4	ZFAND4	zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504]	Gene
ENSG00000172717	FAM71D	FAM71D	family with sequence similarity 71 member D [Source:HGNC Symbol;Acc:HGNC:20101]	Gene
ENSG00000172731	LRRC20	LRRC20	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]	Gene
ENSG00000172738	TMEM217	TMEM217	transmembrane protein 217 [Source:HGNC Symbol;Acc:HGNC:21238]	Gene
ENSG00000172748	ZNF596	ZNF596	zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268]	TF
ENSG00000172782	FADS6	FADS6	fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459]	Gene
ENSG00000172809	RPL38	RPL38	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]	Gene
ENSG00000172840	PDP2	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]	Gene
ENSG00000172845	SP3	SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	TF
ENSG00000172867	KRT2	KRT2	keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]	Gene
ENSG00000172901	LVRN	LVRN	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	Gene
ENSG00000172927	MYEOV	MYEOV	myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]	Gene
ENSG00000172932	ANKRD13D	ANKRD13D	ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]	Gene
ENSG00000172935	MRGPRF	MRGPRF	MAS related GPR family member F [Source:HGNC Symbol;Acc:HGNC:24828]	Gene
ENSG00000172938	MRGPRD	MRGPRD	MAS related GPR family member D [Source:HGNC Symbol;Acc:HGNC:29626]	Gene
ENSG00000172940	SLC22A13	SLC22A13	solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]	Gene
ENSG00000172967	XKR3	XKR3	XK related 3 [Source:HGNC Symbol;Acc:HGNC:28778]	Gene
ENSG00000172987	HPSE2	HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	Gene
ENSG00000172992	DCAKD	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]	Gene
ENSG00000172995	ARPP21	ARPP21	cAMP regulated phosphoprotein 21 [Source:HGNC Symbol;Acc:HGNC:16968]	Gene
ENSG00000173041	ZNF680	ZNF680	zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]	TF
ENSG00000173077	DELEC1	DELEC1	deleted in esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:23658]	Gene
ENSG00000173083	HPSE	HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]	Gene
ENSG00000173137	ADCK5	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	Gene
ENSG00000173141	MRPL57	MRPL57	mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]	Gene
ENSG00000173156	RHOD	RHOD	ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]	Gene
ENSG00000173200	PARP15	PARP15	poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]	Gene
ENSG00000173212	MAB21L3	MAB21L3	mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787]	Gene
ENSG00000173214	MFSD4B	MFSD4B	major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]	Gene
ENSG00000173227	SYT12	SYT12	synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]	Gene
ENSG00000173253	DMRT2	DMRT2	doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2935]	TF
ENSG00000173264	GPR137	GPR137	G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:HGNC:24300]	Gene
ENSG00000173269	MMRN2	MMRN2	multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]	Gene
ENSG00000173349	SFT2D3	SFT2D3	SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]	Gene
ENSG00000173389	IQCF1	IQCF1	IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]	Gene
ENSG00000173409	ARV1	ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]	Gene
ENSG00000173421	IHO1	IHO1	interactor of HORMAD1 1 [Source:HGNC Symbol;Acc:HGNC:27945]	Gene
ENSG00000173431	RNASE8	RNASE8	ribonuclease A family member 8 [Source:HGNC Symbol;Acc:HGNC:19277]	Gene
ENSG00000173451	THAP2	THAP2	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]	Gene
ENSG00000173464	RNASE11	RNASE11	ribonuclease A family member 11 (inactive) [Source:HGNC Symbol;Acc:HGNC:19269]	Gene
ENSG00000173572	NLRP13	NLRP13	NLR family pyrin domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22937]	Gene
ENSG00000173575	CHD2	CHD2	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]	Gene
ENSG00000173597	SULT1B1	SULT1B1	sulfotransferase family 1B member 1 [Source:HGNC Symbol;Acc:HGNC:17845]	Gene
ENSG00000173598	NUDT4	NUDT4	nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]	Gene
ENSG00000173610	UGT2A1	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542]	Gene
ENSG00000173621	LRFN4	LRFN4	leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]	Gene
ENSG00000173627	APOBEC4	APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4 [Source:HGNC Symbol;Acc:HGNC:32152]	Gene
ENSG00000173673	HES3	HES3	hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]	TF
ENSG00000173681	BCLAF3	BCLAF3	BCLAF1 and THRAP3 family member 3 [Source:HGNC Symbol;Acc:HGNC:27413]	Gene
ENSG00000173698	ADGRG2	ADGRG2	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]	Gene
ENSG00000173702	MUC13	MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	Gene
ENSG00000173705	SUSD5	SUSD5	sushi domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29061]	Gene
ENSG00000173744	AGFG1	AGFG1	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]	Gene
ENSG00000173825	TIGD3	TIGD3	tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]	Gene
ENSG00000173826	KCNH6	KCNH6	potassium voltage-gated channel subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:18862]	Gene
ENSG00000173838	MARCHF10	MARCHF10	membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]	Gene
ENSG00000173852	DPY19L1	DPY19L1	dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]	Gene
ENSG00000173890	GPR160	GPR160	G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]	Gene
ENSG00000173905	GOLIM4	GOLIM4	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]	Gene
ENSG00000173908	KRT28	KRT28	keratin 28 [Source:HGNC Symbol;Acc:HGNC:30842]	Gene
ENSG00000173926	MARCHF3	MARCHF3	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]	Gene
ENSG00000173950	XXYLT1	XXYLT1	xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639]	Gene
ENSG00000174010	KLHL15	KLHL15	kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347]	Gene
ENSG00000174032	SLC25A30	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	Gene
ENSG00000174038	C9orf131	C9orf131	chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418]	Gene
ENSG00000174225	ARL13A	ARL13A	ADP ribosylation factor like GTPase 13A [Source:HGNC Symbol;Acc:HGNC:31709]	Gene
ENSG00000174279	EVX2	EVX2	even-skipped homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3507]	TF
ENSG00000174292	TNK1	TNK1	tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]	Gene
ENSG00000174307	PHLDA3	PHLDA3	pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]	Gene
ENSG00000174332	GLIS1	GLIS1	GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525]	TF
ENSG00000174370	C11orf45	C11orf45	chromosome 11 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:28584]	Gene
ENSG00000174448	STARD6	STARD6	StAR related lipid transfer domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18066]	Gene
ENSG00000174456	C12orf76	C12orf76	chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:33790]	Gene
ENSG00000174460	ZCCHC12	ZCCHC12	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]	Gene
ENSG00000174485	DENND4A	DENND4A	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]	Gene
ENSG00000174500	GCSAM	GCSAM	germinal center associated signaling and motility [Source:HGNC Symbol;Acc:HGNC:20253]	Gene
ENSG00000174527	MYO1H	MYO1H	myosin IH [Source:HGNC Symbol;Acc:HGNC:13879]	Gene
ENSG00000174607	UGT8	UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]	Gene
ENSG00000174652	ZNF266	ZNF266	zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059]	TF
ENSG00000174695	TMEM167A	TMEM167A	transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]	Gene
ENSG00000174721	FGFBP3	FGFBP3	fibroblast growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23428]	Gene
ENSG00000174740	PABPC5	PABPC5	poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]	Gene
ENSG00000174788	PCP2	PCP2	Purkinje cell protein 2 [Source:HGNC Symbol;Acc:HGNC:30209]	Gene
ENSG00000174796	THAP6	THAP6	THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]	Gene
ENSG00000174808	BTC	BTC	betacellulin [Source:HGNC Symbol;Acc:HGNC:1121]	Gene
ENSG00000174837	ADGRE1	ADGRE1	adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]	Gene
ENSG00000174839	DENND6A	DENND6A	DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]	Gene
ENSG00000174840	PDE12	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]	Gene
ENSG00000174885	NLRP6	NLRP6	NLR family pyrin domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22944]	Gene
ENSG00000174898	CATSPERD	CATSPERD	cation channel sperm associated auxiliary subunit delta [Source:HGNC Symbol;Acc:HGNC:28598]	Gene
ENSG00000174917	MICOS13	MICOS13	mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]	Gene
ENSG00000174938	SEZ6L2	SEZ6L2	seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]	Gene
ENSG00000174953	DHX36	DHX36	DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]	Gene
ENSG00000175048	ZDHHC14	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:20341]	Gene
ENSG00000175097	RAG2	RAG2	recombination activating 2 [Source:HGNC Symbol;Acc:HGNC:9832]	Gene
ENSG00000175105	ZNF654	ZNF654	zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]	TF
ENSG00000175106	TVP23C	TVP23C	trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]	Gene
ENSG00000175155	YPEL2	YPEL2	yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]	Gene
ENSG00000175161	CADM2	CADM2	cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849]	Gene
ENSG00000175170	FAM182B	FAM182B	family with sequence similarity 182 member B [Source:HGNC Symbol;Acc:HGNC:34503]	Gene
ENSG00000175175	PPM1E	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]	Gene
ENSG00000175229	GAL3ST3	GAL3ST3	galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144]	Gene
ENSG00000175262	C1orf127	C1orf127	chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]	Gene
